Customer_ID,Recency,Frequency,Monetary,Cluster
00454f8c-d6da-4188-93bd-079295279ee3,76,1,27.31,1
0045724b-a447-4e62-bcf6-ce65cacbdfb2,350,1,441.53,0
0046d1db-a82a-4780-bbe0-19240cba3be9,313,1,185.89,2
0047479b-1e44-4455-8da2-869dcba2329d,61,1,130.33,1
00489326-77bb-4bb4-95c1-2538f317a813,352,1,320.64,0
0049b3c8-814a-4b24-be1e-b6a684abc3af,19,1,118.2,1
004bcf8c-9717-47e5-93d8-8a5b56f23677,31,1,257.06,3
004c63ad-dd5f-4e12-b001-8a811084c9ff,307,1,276.42,0
004d299e-c89d-4b4f-9027-b4f95bed0de5,98,1,302.96,3
004dc1c2-bb5e-40b5-982a-4518ff523165,110,1,458.18,3
004e162a-90aa-4801-b8c6-6fe7c0cc6702,271,1,298.73,0
004ef6b2-2770-46d1-b5d0-21b86f080dd8,353,1,88.88,2
004f80e8-8d2b-49ed-8306-a084d50891d7,329,1,236.34,2
00526d68-0393-498b-bf08-3f02c61f956a,278,1,197.7,2
0056bdbe-9af9-4392-aace-d9ce9277910e,262,1,446.84,0
00576444-7c5f-4cfb-af35-7a4e7c86153c,233,1,184.75,2
005a074d-c082-445d-9307-c90a37daccaa,199,1,215.78,2
005b566f-16e7-4edb-a8e3-f078e970e26c,345,1,332.24,0
005bdcc7-dd9a-432b-a851-a8e98f271916,299,1,168.39,2
005c4a43-c243-4146-bfa2-5732c460f900,361,1,25.8,2
005d5c12-ef98-40a2-8bad-34a6cf25bb11,203,1,359.9,0
0060a9e9-2643-45f4-82c6-48318345dc64,61,1,30.44,1
00615cdc-3e81-4ec3-929d-d5e51d64b154,82,1,269.73,3
00619a3f-7083-469d-991b-d61dce73ffe5,169,1,204.47,1
006216cd-cfe8-41c1-ab5c-423b2da821ae,340,1,445.76,0
006324cf-8d52-4fc4-827b-1dbbf48f25aa,190,1,300.32,0
00636198-b4b5-420b-9644-668247d86ded,179,1,439.52,3
00639a70-b2b4-4bfa-9372-fc11fe3c5042,81,1,245.85,1
006470da-1342-45d3-ae9f-e289c98be21f,262,1,278.49,0
0065168a-5ee7-4f5f-a456-884bb720ece9,244,1,30.58,2
006588a7-1902-4033-9d97-5d604fd006f4,98,1,103.92,1
0067f0ec-adc2-4889-9655-bd64fe47b56c,223,1,78.77,2
00682f1b-8ca3-44a2-9047-03d62dfb5339,307,1,158.63,2
006832a2-1149-4edd-80d5-9bb5b8c815f1,232,1,280.24,0
00689bf3-8e05-4110-8071-00a9068cc046,231,1,138.29,2
0069a314-35cc-49a1-856f-9920f5b39fd2,346,1,191.94,2
006beaad-7442-42b1-9335-6a6ef17aa7d0,81,1,121.09,1
006ea55c-1424-414f-9d02-62398c60baa7,295,1,440.02,0
006ec273-ed2d-4797-aa46-52d911e781eb,348,1,483.24,0
0072e0cc-f59e-4dd9-9dae-fe8a8a422c74,188,1,245.09,2
0072eb06-2fd8-4592-a475-fe2d0c55d168,72,1,30.19,1
00741d73-51b7-4e1d-afa5-1049b959e8cf,67,1,116.92,1
0074ae30-ebaa-43bb-894f-6b941c6d5d17,10,1,141.74,1
0075480d-0300-496f-bc12-0881fefdce59,61,1,165.43,1
0076f2d4-a62a-4802-8619-4052b805ff12,25,1,465.82,3
00783bbc-f5eb-4199-93ce-46bb8ab542f5,59,1,406.08,3
00790439-603a-4c48-91cd-10686321a0f3,111,1,119.18,1
00795f7d-4807-4f41-bb16-a2ac1b4b3c45,11,1,340.16,3
007ad00b-8d50-4dcd-8dd3-e1412b34c9f1,345,1,102.35,2
007d117f-ae5f-48c6-85b2-ecde05b6517b,124,1,28.06,1
007e7a33-3125-4e36-80c2-90b59e2c1ac1,281,1,31.75,2
007f361a-9280-44f7-be42-e00949e44842,135,1,208.0,1
0080bc88-20b0-4f04-9d89-49dc7496bc47,20,1,335.7,3
008223f6-78eb-4c84-a34c-199ba1c4d131,146,1,414.66,3
008385c6-9521-403d-b45a-c3d41d2a1ae5,161,1,312.65,3
0083a488-4956-4890-98f2-8e957a69c9d6,19,1,434.18,3
0084d04b-1ae2-4a3d-8fa0-2080a28a27a2,320,1,11.58,2
0085a127-6435-424f-9b5a-ccdf26eb2a8d,174,1,357.09,3
0085d17b-f75c-4d1a-b4c1-b168568121c4,358,1,153.95,2
008772bd-4e1b-458a-b20e-b0a5591999d6,274,1,139.33,2
0088bfe5-ccf5-4404-96dd-73b2805c9ea7,291,1,151.46,2
00891bf0-652d-4e21-8c7e-240ead7f580d,103,1,103.43,1
008992e4-eeeb-4515-8c8d-c59c93b5e54c,6,1,277.06,3
008a004d-2884-4e6b-8533-2a4c857b5bbf,168,1,44.9,1
008ac426-c7be-4181-b806-3ad2fbc9dae0,156,1,460.44,3
008c848d-93bf-4bc4-a2e2-119f64c9ba7b,312,1,142.21,2
008f2567-4a26-468e-bde4-4338860edbc2,119,1,397.19,3
008f5d7d-2efa-4220-b27d-e4b6db92ae1b,83,1,180.14,1
00924dc9-b7ee-4cec-b246-b3fb851a1d5e,342,1,191.53,2
009431ae-785e-4a9d-b982-0ba6067e3455,227,1,430.57,0
0095536b-aadb-4b55-b1b5-f4098670cfd1,207,1,128.03,2
0098c240-b440-4917-909d-a0d6d6568cee,37,1,184.29,1
0098f948-fb9d-446c-b54e-52548f75a741,261,1,349.98,0
009b60b0-a2c4-4c79-9233-76415c4c312a,248,1,346.46,0
009b91ca-350e-4a47-ad35-1c935e5d181c,137,1,348.48,3
009bb663-8c13-4ac2-b833-8a5d0f8107c1,118,1,383.25,3
009be52c-c6a4-4001-bcbd-570ea934c129,340,1,182.97,2
009d583a-4fb8-483e-9fcb-925ce19cec03,199,1,213.18,2
009e5c89-0e96-491c-888b-666fd002168a,204,1,313.44,0
009f6d7a-a10c-4de1-a1de-e6c7f7a630b2,195,1,205.39,2
00a23a4d-d147-4406-a6db-12f2196d28c4,9,1,314.25,3
00a24a16-6e3b-4d7f-9782-34e6fd4978bc,43,1,33.1,1
00a33778-0651-4a7b-b2d5-cd6f7a5f73ea,142,1,395.73,3
00a35313-dd60-4e11-8fe7-7fa9e76ce861,90,1,147.66,1
00a49d7d-71c7-4d56-a934-70359d7ad3c4,39,1,168.97,1
00a70397-62ef-40b4-b8b5-f7c65659bec9,99,1,66.28,1
00a7c9ad-6a1e-4d0c-b7ed-d6a94790007d,206,1,217.08,2
00a95373-d187-4343-9065-6952f0a662f2,227,1,215.71,2
00aa34ce-eb42-409b-869c-d93710020003,191,1,468.77,0
00ac66b3-4b40-4a3e-97cb-0283bd24e653,19,1,439.01,3
00ad08a4-0899-41dd-8c29-b9d3bf0f3972,131,1,498.82,3
00ade865-f6bf-400c-bbc9-5400bfb8c56c,89,1,292.53,3
00af8f4e-23fa-4d12-a584-f781db8e773d,296,1,348.27,0
00afd548-ea51-4888-8455-936005fbfe30,313,1,476.46,0
00b0a5c4-ce3b-49e8-ace8-e734066c27b1,311,1,23.89,2
00b0af00-7625-4d99-a864-23f0cd44ab99,260,1,299.44,0
00b331bb-ba81-4d1c-b314-ceba1c55f720,202,1,34.02,2
00b7a364-ec78-471e-b412-c522b0ffb0f8,169,1,197.86,1
00b9ad78-dc85-4b06-82f7-e8cd1be6d91e,6,1,457.78,3
00b9ba8d-b7c8-454c-a717-07c12929974a,76,1,449.72,3
00bad274-808f-4798-b658-1d55fbc41e23,313,1,356.46,0
00bceaa3-ca71-4f7c-baaf-f3875704f888,292,1,26.86,2
00bf711e-a00e-4c07-852a-0cf8520d5644,277,1,401.88,0
00c0c650-081f-40af-84d1-a392e311a46d,241,1,446.41,0
00c49938-c32f-4935-8916-4e087aec342b,177,1,398.42,3
00c7d3e2-605f-46ad-8d07-bc58d4d54a79,114,1,194.4,1
00cb84a6-ea5a-4ee4-ac64-714cf3005254,129,1,403.0,3
00cc25ae-1de4-46f8-866f-dc69e420e7d8,15,1,360.93,3
00ccb343-945c-4e96-b3db-39bc9c005b4f,227,1,161.15,2
00cf7c01-cda9-4cd1-8ac1-ce04eb22deba,133,1,466.11,3
00d0ad95-547c-44e7-abe4-b0c34d318184,288,1,401.74,0
00d0d334-6510-41ac-8c98-402d953a4681,124,1,316.76,3
00d2cd64-79dc-49a7-8ed5-140da81825e4,94,1,489.74,3
00d4a4c5-12d7-4e7d-a4b2-10c2a0ba4fb1,180,1,121.84,1
00d6d61c-4e0b-4e44-b210-fb8a6ea03239,39,1,356.5,3
00d6f88f-fcac-4ae7-9599-d8f5b7e57e0e,259,1,171.54,2
00d7e7ab-425d-4bc6-ab6e-e927a133e959,8,1,340.78,3
00d88b87-8171-436b-8661-6328aff07c11,75,1,371.63,3
00d9cabb-5c1e-4d9d-bd92-648fd3c789fd,111,1,344.74,3
00d9fb4d-fde9-476e-a009-b334901a3f8c,2,1,405.72,3
00da6568-8975-4c44-a1f8-aced7d9a54a5,154,1,345.37,3
00dc25a0-1656-4970-939b-840c4501703c,41,1,210.58,1
00dc7112-0b13-4442-a2d0-13238e9f8da4,195,1,228.35,2
00ddaf44-c031-4074-bc72-b687e558075c,72,1,392.58,3
00df0db4-6f87-4558-b1c5-565dd306b79d,112,1,346.84,3
00df2b6a-c9ac-4698-af6c-59fb7fbb3a63,342,1,304.78,0
00e00488-de5a-4f8d-92fe-d335851e56ce,326,1,445.17,0
00e074e5-9b8b-46d1-be6f-b71200bc1b29,8,1,382.61,3
00e07e10-1f0e-46cf-b34f-0ec69ffde4eb,306,1,191.67,2
00e1589a-c683-4393-a266-ecc2bb83b414,298,1,199.39,2
00e2aeac-0200-42b5-93e2-2e0aeada7e16,236,1,286.37,0
00e432d3-c1e7-4e8c-b486-03a7ab0ef9e9,122,1,323.56,3
00e45112-e812-49f8-bd4a-f044fa28e001,294,1,310.54,0
00e889e8-961b-4963-8fef-907b11f42cfe,158,1,373.9,3
00e99834-78e2-4c0d-81a3-644a4b972dea,195,1,147.58,2
00e9d73b-cb1d-47c9-a199-86b8dc31d206,40,1,177.65,1
00ecbac8-719a-4b21-8cc0-1066b3b40b57,305,1,300.68,0
00edfa28-5504-4fb5-89aa-2784cb4f661c,344,1,200.18,2
00ee721f-9fbe-428e-9071-42f05901f878,290,1,395.94,0
00f0fd16-f7a3-4b4a-8cce-e328a2330aa7,239,1,54.46,2
00f23ab3-fc98-46a6-8346-fb764e01ddbe,44,1,309.32,3
00f5c0e1-e6f6-48ea-813c-dd1bdef74ec7,276,1,400.48,0
00f60378-dd14-4641-8654-5b93c14204d4,232,1,85.97,2
00f658bc-df35-4aeb-abd4-1e4447ba85c4,183,1,40.84,2
00f81080-13e9-4e40-a6f9-7ccc7120e93e,77,1,310.55,3
00fa9751-a609-4a36-a58f-ba517b7cbc2d,185,1,134.0,2
00fc4af7-bc12-45bb-8b0b-2cdefbd098fd,246,1,373.11,0
00fcc2f8-26e7-456a-a9c2-ee80aeb8902d,240,1,219.66,2
0102ecab-333f-4b96-b1f0-3b4b383d016d,78,1,61.51,1
01053de7-8944-4d02-be7a-a80a51aa92ec,16,1,31.56,1
010564db-d39e-44d2-abbb-386e3c8b610d,77,1,270.83,3
0106c31a-e5ff-4b57-973a-54e46affc3c4,326,1,326.53,0
0107bae7-246e-4908-94b3-a6d1dbf3d1fa,164,1,310.25,3
0108083e-8e9f-4d1b-bf91-9aaeb5e19f60,362,1,346.85,0
01080b0b-eec0-4c58-bd03-5d16b3fec940,235,1,231.03,2
010a8064-79cd-4fea-96d4-db670a81be20,137,1,226.48,1
010b2c6d-4416-4e08-9c4d-ea021d325731,220,1,461.39,0
010b4597-e366-45b5-952f-7b4b5cc53ecd,256,1,452.64,0
010cc970-574b-45fc-9e14-89cc7669a845,148,1,366.81,3
010d3113-fcd2-49c6-a013-1c95b18a116f,62,1,422.03,3
0110296b-db87-42d5-806c-4122860386e3,172,1,302.12,3
01108988-bd3b-4bb6-8243-af821dc6cc12,155,1,465.29,3
0110e48a-7623-40f1-9b31-a6b7066e09e0,237,1,223.77,2
0111ae7c-826f-4427-8487-00bf265c1d16,330,1,382.05,0
0113b876-de8b-453b-a97b-ea2031cacd29,285,1,63.1,2
0114063a-01df-48af-88c3-47c9bf22cbd2,102,1,233.64,1
01146bb0-7774-4a72-8ab9-5c1628402a60,89,1,432.45,3
01168602-cea7-478d-a7c6-88fc44071c7e,126,1,344.38,3
0117249d-41f7-4f05-a573-e2e3a7acf19f,140,1,384.08,3
0117b250-0654-457f-887a-7d7096ddcf9f,84,1,348.15,3
0118be8e-16d8-4183-a5d3-75785a4dd1a1,36,1,114.6,1
011a6558-61bd-4da8-a2c5-8f9a4b713aa3,325,1,455.56,0
011b4cdc-a50d-4096-a56c-a00cd7e284c9,267,1,158.33,2
011c4000-450f-46e8-bc29-0bb956d9ee22,323,1,345.51,0
011c6876-aeff-41e1-8ad6-8c64296adfd1,4,1,72.07,1
01212d50-8cff-45a5-8239-d746722171be,186,1,194.71,2
01219dae-0210-4861-9ba1-24e5e5da5a5a,174,1,306.42,3
0121bdcc-acf7-4366-b164-144b55576f8b,223,1,473.62,0
012421c2-e474-4502-a146-bbfe263e6919,258,1,81.6,2
01265d3d-7791-415b-b970-e63eb21f49d9,15,1,403.37,3
01266571-a3c1-4c3b-8e7d-3a5666a3bde4,133,1,188.69,1
0126e210-1c6c-4bc1-95b8-1323664eb7f0,24,1,320.15,3
0126ed26-9491-4a0c-a9ce-0f2febf7e35c,339,1,207.41,2
01270e1f-58a9-425f-af6d-055978364a89,105,1,37.35,1
01279ab3-8541-4030-859b-507085f6ea74,36,1,248.53,1
0127f95d-068c-4dab-9314-7519e72071ab,8,1,19.89,1
012985bd-fc62-4b93-8339-b7cae4650525,323,1,273.42,0
01299613-e204-43d1-8b12-bb8763e036b1,144,1,330.21,3
012c2ed5-9e8e-49f7-8afb-ee889bde7728,68,1,378.77,3
0132bba1-2d16-463b-afdc-7a56dcef5d21,58,1,288.88,3
0134cd67-2136-4e5f-89e0-8e86121a0201,279,1,311.58,0
013544d6-c8e8-40d3-904c-3e1cec9abc97,66,1,453.0,3
0135a736-598b-4446-b99e-9183f37478d9,298,1,164.68,2
01364432-f904-4901-bdfd-1df67d4de4b1,303,1,248.22,2
0136e9ca-87a5-48d7-9311-05c8ab3ab754,115,1,243.49,1
013854eb-ee5f-4928-81cb-a302e812476a,266,1,483.35,0
01392275-dbc6-4927-b357-d99deb7d934f,325,1,284.25,0
01396bcb-d2d8-489f-a72e-0f1bacee4667,280,1,318.17,0
01396cc9-06c8-4d2d-8e76-24580a09c7df,18,1,304.57,3
013976e0-3cf2-41fe-82ee-0435c41e5db7,264,1,108.0,2
013a5166-d931-4911-b57b-948f1adbb545,109,1,229.0,1
013b98f6-e0ad-40f5-bd03-b1e57ac1166e,130,1,47.74,1
013c1127-aa4d-4105-bcf6-88bed28b4a3c,126,1,146.63,1
013df667-1e2b-4f4a-abe3-fc5953feddc6,297,1,129.08,2
013ec442-e8bb-4ad4-9f3a-137409b3ca22,158,1,390.84,3
013efd07-d45a-46b3-b273-9f0904a15659,225,1,98.09,2
013f109a-1ec3-4423-8663-b4be3c8a6dfd,114,1,322.14,3
013f1596-f708-44d8-864e-2fff95e0187b,55,1,154.48,1
01403c24-8ae8-4525-83df-a97d3521f430,99,1,139.77,1
01407062-1af8-4eeb-9327-70968266a5d3,237,1,460.9,0
0143d263-7370-4875-a78d-965a6f13896c,126,1,199.16,1
0146a1c0-9b83-460a-8eea-0877f1a5a8da,151,1,420.01,3
01480c1c-775f-4093-b54d-20d5835d6f8f,124,1,168.08,1
0149a13e-4838-40d2-afe7-8e68bd5c4050,236,1,281.7,0
014a0bd5-4b43-4b99-bf45-77f6041eda34,179,1,130.52,1
014aed9b-e6d4-406c-8034-1a4a0650e86d,166,1,98.4,1
014cc6fc-f880-4f0b-85e7-7d3463b3c76a,175,1,186.95,1
014cfb40-6b43-4f3a-aab7-2652e714ab78,91,1,243.6,1
014ed606-fc02-4246-9655-721a984efe40,115,1,207.12,1
014f7663-fe60-4e5a-8cd1-acfa51f01c9b,217,1,108.88,2
014ff270-3351-4138-9d67-426238daf378,200,1,239.45,2
015174be-171e-41ab-aa61-455c564907af,151,1,178.04,1
0152bf30-a50e-469b-9f31-d8ffb35141bd,142,1,110.88,1
015372cc-6675-49cf-a9b8-af58da457a87,249,1,216.57,2
01553b3c-7089-4cbf-8bf6-8bd48d2bfc41,219,1,309.67,0
015668e1-91de-4af0-9247-2c3b9b1c741e,6,1,493.76,3
015716c6-e1c4-48db-b4e2-1c017b405a27,163,1,364.53,3
0157ad31-c4be-4aa2-80a6-be44cecde80b,262,1,480.14,0
01588c68-c62a-40be-9e18-47245db8ad06,9,1,19.78,1
0158b516-1b7f-43f9-804d-e0b4da6b8049,241,1,257.55,0
015b7d1a-2171-4826-8ab6-e84ca358ac30,264,1,132.66,2
015b9c19-429e-4fe5-a14f-67c69cc1b189,139,1,388.35,3
015b9e50-9e1b-4d02-9f87-5d45673a5450,119,1,88.04,1
015bfd0b-590b-4428-b024-e54ccdc50178,303,1,367.03,0
015d6b16-ba7d-4151-b2b1-1ac6693b51bf,44,1,164.95,1
015f7bd8-9533-4eab-96d0-36822428f4b1,47,1,31.9,1
01628a4d-8487-4b1b-b66e-b6e27de7fd40,249,1,15.4,2
01642427-9304-4400-bad9-33345dc56198,96,1,88.87,1
01645729-e647-47cb-a7f8-1ce6cbba76f5,247,1,351.74,0
01658c34-d249-47d5-9398-dda769f3e8d3,240,1,217.52,2
0165aee6-ebe8-4f02-8e4f-a8141681e078,345,1,159.63,2
0165e71b-c226-48c0-9a48-b5e8b6d846b6,180,1,150.11,1
0167b2b5-f6e0-451b-808c-d2a6bd763498,154,1,294.24,3
01687bfd-7534-4d73-ad18-28ff4abaac16,170,1,483.29,3
0168bc4f-d690-40a6-ab1f-913229750615,170,1,393.6,3
0168e236-4562-48e0-a3b6-eb1a75116779,347,1,409.2,0
016983ea-33dd-46f8-b7eb-57ad91c30ac2,333,1,493.16,0
016ac0bc-3c0a-4ae1-b1c3-5cc9c4113f51,364,1,319.68,0
016b518f-e45d-4fc5-8a3f-fd1b3185c020,347,1,426.47,0
016bc36b-2855-42d2-938e-396f3c2957b1,335,1,153.47,2
016e046e-09e2-427d-925b-bf1a52ae9c29,255,1,59.7,2
0170f494-98bf-41f6-a28e-8146fb470fd5,122,1,381.8,3
0170f8a6-267c-40e7-864c-8d347b0a8b4a,142,1,129.1,1
01713c9a-5b83-45d9-8921-eb68111e5342,66,1,326.53,3
017325ea-53c6-49a9-82f4-238610428724,109,1,357.14,3
0173446c-3fb8-4088-81fa-9321afe054b5,323,1,459.21,0
0174598a-dff2-41ec-b47c-fbd0dc34f87f,340,1,98.24,2
0175fd95-ec91-4a46-ad9a-7a6b2225e8a2,333,1,55.9,2
01773b9a-b56d-4d3b-b0fc-6e93caa49ca9,4,1,322.8,3
0177a614-6194-49bc-b640-90e738a731da,59,1,47.22,1
01796844-d3fa-43aa-9e59-818d1c8af5e4,119,1,318.57,3
0179d1b8-9ca3-4802-baaa-626cfed65ce6,247,1,390.1,0
017b3f9b-eced-4e5c-a3a5-0450dcf01b73,344,1,380.17,0
017c809d-485b-4e65-9f41-e3f519beca2a,27,1,176.32,1
017e33ef-7b70-441a-ae2b-62663875bb11,81,1,472.03,3
017e5796-d9d8-41ca-bde4-a599b6c43d4e,84,1,240.71,1
0180b959-a263-44e4-907c-813b173e6c16,270,1,29.43,2
0180cb1e-0d8b-49e2-aa23-cd936036e373,171,1,300.93,3
0181a0be-07dc-4dbf-a5ee-2de556165ce6,77,1,254.49,1
0181f585-b53e-4c16-a782-a936a4450de8,218,1,253.88,2
0182fa7f-2e72-46dd-bba0-a81c9dbd0c79,69,1,14.97,1
0183a1c7-2814-4142-a01a-b16c594526ba,1,1,95.43,1
018483d3-61ba-443c-ada9-2e1e47a907a2,113,1,355.07,3
0187f7fb-782a-4c9e-96b2-2c9ef0244d38,65,1,457.62,3
018a03ac-7fb0-43ba-8f7a-598ac7ecab49,232,1,224.42,2
018b5c68-f508-47d7-bb04-8298615c1121,286,1,327.44,0
018c1869-6159-4d96-a555-e0a566f39ad9,223,1,217.71,2
018f39dc-67aa-4b0b-965b-ae7bb7c2f6d6,136,1,188.99,1
018ff4a8-e4c3-4853-8430-1bfe6aadb621,123,1,117.12,1
0192eca4-5aca-4d9d-8f82-6aad3b82684d,146,1,464.27,3
01992861-88b0-46b3-a46d-ee98c1fc9a8f,124,1,385.25,3
019994bf-b262-4de6-8987-0cce25773e58,51,1,198.08,1
019a40ec-e66c-4fab-90b1-6788107d8b0e,363,1,470.4,0
019a4434-4643-440b-a53e-2ee7d1d5cf52,297,1,38.11,2
019d5dbc-0921-4fe4-899f-3bebbbedc942,222,1,349.81,0
019e5e6d-ff5a-4c61-81ba-8734195a1719,133,1,210.89,1
019e85f1-db22-4c51-9236-26d4f1c3f9af,301,1,360.6,0
019f7134-5782-44bb-8f1f-fa26397d967d,139,1,370.72,3
019fa884-b706-4123-8452-80a8f063f218,225,1,287.8,0
019ff27d-a917-4cf0-8094-91be71553c11,313,1,383.13,0
01a0fa5e-2116-48cd-803e-b6f6f506a78d,53,1,288.86,3
01a3066a-74ce-41a4-b63f-b6fc70d5bde4,111,1,173.22,1
01a332b1-cef5-407a-ae0f-d73b8cc35976,268,1,284.9,0
01a429e5-7fb2-4cc9-8d84-de7a6e9a9d44,297,1,345.7,0
01a46549-dab1-4647-8975-133f8e324686,24,1,155.45,1
01a5f6f2-0893-4a5f-9a50-03a3db3277d5,15,1,458.07,3
01a7b448-7887-476b-a430-900732a0f5f0,212,1,56.11,2
01a7fa7b-669f-408e-a935-bafc31fbdc4d,238,1,419.16,0
01a8ce6d-2a59-45cf-8a3f-2f852553dd3d,211,1,247.59,2
01ae2646-8576-436d-a405-7dd4911c8159,68,1,475.62,3
01b01073-3120-4e46-b766-9919cad56ebd,128,1,345.8,3
01b0c289-08e9-4672-8afa-3734ec9e3f77,294,1,471.72,0
01b0c984-bedd-433c-8d48-e9d4c3ec11da,41,1,253.73,1
01b37643-a0e1-4e22-9b3f-cfa02266c72a,32,1,234.83,1
01b50f28-e651-45fb-8522-12c44226371d,4,1,52.68,1
01b64e5d-2e1d-4699-b8c8-a8fd28b8a65c,161,1,350.75,3
01b711fe-1fea-4b3e-b366-5d92b32a3168,197,1,41.95,2
01b927dc-7fca-4287-bd99-faa73921ff6b,93,1,344.56,3
01b99d6b-08e7-49c9-869b-eed34024f02d,15,1,250.2,1
01b9cae0-6c54-4e17-9308-3680e9f82ec7,152,1,491.21,3
01ba26d9-522d-4a29-989b-3051086bad27,316,1,340.8,0
01ba3e3b-264c-4031-acc6-e4b7c98a9f96,121,1,213.62,1
01ba55af-bdb5-4a22-958b-e04c24dd0f70,69,1,269.41,3
01bade6e-f90c-458c-be50-c75953fc901b,91,1,19.44,1
01bb0ea9-dd2e-4fdc-a6bb-62da8b26f2c1,354,1,328.98,0
01bc40ba-87ff-4dd2-bc85-ec459efeac43,249,1,312.43,0
01bd456f-7b2c-4a75-a1b0-e8913ecb907c,339,1,318.67,0
01bfbb12-3755-4ea1-8ee0-ad05dd537f4b,249,1,59.45,2
01c07fc2-be51-4eca-9384-3b1aa3680396,357,1,347.91,0
01c18de5-eef0-4b2f-b543-315cf7d9af44,148,1,216.66,1
01c28949-8321-4dbb-985c-f0fece508326,116,1,77.32,1
01c2a299-c25d-4231-b30e-6f261c63fc6e,333,1,316.82,0
01c31f54-66d1-4f11-a71a-3f2c62a1d4f2,185,1,169.93,2
01c447fe-ceae-4590-9f87-1d981f16c7e0,25,1,366.66,3
01c57ade-bd4e-4bcd-a758-faa2529289da,120,1,382.2,3
01c63ead-38b4-48ed-944f-c6bdb2f60217,146,1,344.67,3
01c8fff7-479f-490c-902a-c6d690ca386f,354,1,367.86,0
01c91f23-e51f-45db-8f60-50c0fa64c126,241,1,310.42,0
01ca2817-dd13-494e-b472-3fa47d44d2d5,167,1,208.09,1
01ca6b9a-8640-40b6-90bc-5cb30eec03be,8,1,269.74,3
01caa841-8d7b-489d-9f09-f39b875fc0ac,320,1,348.59,0
01cbadb7-a161-4aa7-b226-3ed5565147d5,165,1,154.84,1
01cc9345-616c-43e4-b647-834a24ade8aa,104,1,407.64,3
01cd83fd-17c2-4743-895f-285c2c5e6e88,22,1,259.53,3
01cda7d2-b663-4047-9ed2-ccfa6e1ccecb,121,1,58.2,1
01ce7814-53d1-4da6-b232-70879a24cc68,111,1,293.94,3
